id,mean,std
953019,4.365853658536585,1.8882102881843732
954226,4.099173553719009,1.688096187565788
771257,3.463414634146342,1.6542268251525043
770642,4.37888198757764,1.1739623375236532
770185,4.435582822085889,1.5783691584023418
771404,4.337209302325582,1.3216485927447448
771186,4.484276729559748,1.1647622151153314
771308,4.496969696969696,1.1735687216930553
771425,3.888198757763976,1.3140132864690106
771651,4.142857142857143,1.4568627181693672
771474,4.32121212121212,1.026839096821974
771601,4.146198830409356,1.469664060829732
771545,4.469512195121951,1.358908190189269
930790,3.6,1.6883501757009634
930217,4.33695652173913,1.3970245859546693
930494,4.4804469273743015,1.5073035679868798
930735,4.092391304347826,2.2231848333871493
930732,4.301675977653631,1.5637469276288722
930389,4.054054054054054,1.7698060047291784
930623,4.139664804469274,1.6804967007962175
930799,3.9619565217391295,1.3845688695877063
930258,3.915254237288136,1.528872435510552
930630,4.174863387978142,1.3355262804670036
930373,3.610526315789474,1.9401287903105016
444771,4.373205741626794,1.284597664106284
445312,4.14354066985646,1.3654902197423429
149446,3.988732394366197,1.5290196892379655
149537,4.260744985673353,1.3681520868220132
149547,3.9710982658959537,1.642737549057578
149299,4.494350282485876,1.5572762515462255
149233,4.152815013404826,1.6028539762764462
149545,3.695652173913044,1.6066379319045112
149467,4.423188405797102,1.478556378533891
147836,3.3852459016393444,1.4753718877937
147906,3.695402298850575,1.544095766041523
149509,4.442528735632183,1.448196038668675
149586,4.4322766570605205,1.3907459709585817
147786,4.180515759312321,1.30858692259717
148031,4.415512465373961,1.5961112109646534
149343,4.271468144044322,1.2558959255666866
149086,4.222535211267606,1.5667493200441347
148542,3.977900552486188,1.3923857704517812
147859,4.263157894736842,1.559529725266216
147996,3.971264367816092,1.4599171796677264
775209,4.443820224719101,1.3448574592343892
775717,3.478260869565217,1.9052459664874335
774396,4.078212290502793,1.343107852533107
775435,4.2934782608695645,1.3066555671892042
774992,3.65,1.5219687542419815
775301,4.256983240223464,1.3078592917792844
775424,4.113513513513514,1.5221183961767055
775073,4.497109826589596,1.1561560661129606
775648,4.432584269662922,1.4175683627689153
689718,4.198501872659176,1.5366671956611857
689714,4.130268199233717,1.5555744294195013
688016,4.188235294117646,1.356125834120865
689802,3.1071428571428568,1.662025851776316
689787,4.279069767441861,1.7805005140139163
689755,3.91015625,1.6067892987526204
689695,4.334545454545456,1.5922788908089254
689651,4.400778210116731,1.449164316218381
689713,3.721804511278196,1.3480890594319426
688797,4.40625,1.2464794171986957
689643,4.239999999999999,1.3078226179417451
689698,3.87890625,1.6644796645531412
689302,4.457364341085272,1.3000164097830402
308886,3.886138613861386,1.4148805850300967
308509,4.429999999999999,1.677825974289348
308077,4.30373831775701,1.3963520720407503
308530,4.301980198019803,1.5898489994939895
308647,3.9455445544554455,1.425372958140107
307719,4.306603773584906,1.528149014017404
307463,4.371428571428572,1.6945691564083007
308845,4.179611650485437,1.4352604867126506
308320,4.128571428571428,1.6147070667971406
308635,4.492890995260663,1.4936506004015973
308709,3.9951219512195126,1.6892704760414956
308084,4.391089108910891,1.4927281827925558
308644,4.317073170731708,1.34778995957599
308173,4.447115384615383,1.3577028627831156
348170,3.616187989556136,1.5452949176175064
351057,4.289473684210526,1.6797226390223838
349159,4.18324607329843,1.499714436054315
350989,4.150259067357513,1.5797331824402363
348791,4.369791666666667,1.5856531114750654
350916,3.9680851063829783,1.610815358883965
349238,4.286842105263157,1.5438623903484436
348543,4.355263157894737,1.7129840642668377
348582,4.007853403141362,1.480215457458437
350546,4.410666666666667,1.516801312704542
351030,4.355795148247979,1.6161541655661225
350982,4.440104166666666,1.8017803665123295
350992,4.229946524064171,1.471861383748212
348910,4.424731182795699,1.7389377497857086
350294,4.373711340206185,1.760690363423047
350416,4.489583333333333,1.6863100228177368
350147,4.445623342175066,1.5681979373139496
349745,3.532133676092545,1.6837712667665998
347813,3.7512953367875648,1.5771394321441117
348883,4.252631578947368,1.5076536043076068
351020,4.345744680851063,1.647897751270363
349978,3.2989690721649483,1.6224262628621715
349496,4.123711340206185,1.5909391116198348
349019,3.4136125654450264,1.610379629610716
349646,3.839142091152815,1.5327947852875616
349038,4.462162162162162,1.5013239835002845
349441,4.421188630490956,1.89269386326098
348661,4.007556675062973,1.4845784328765672
349593,4.36,1.5304901175767192
268694,3.991428571428571,1.6133144992435255
268046,4.028818443804035,1.5407171274277325
268856,3.868131868131868,1.833502570196859
268687,4.487603305785124,1.5469638039326508
267723,4.011331444759207,1.5016088390262698
268984,4.494475138121548,1.5754407874611638
266380,3.84225352112676,1.5575045020015856
268490,4.361878453038674,1.6483659434630642
268655,4.183844011142061,1.4605931325277597
268630,4.339130434782609,1.487456480065288
269009,4.385057471264368,1.668162230294797
266545,4.303030303030303,1.5522725424079633
266850,4.0625,1.6242349597719703
267236,3.753541076487251,1.4879669130836557
267683,3.441926345609065,1.565437145442577
268416,3.8985915492957743,1.6171173237591097
268573,4.472222222222223,1.6156545132462077
268728,3.577777777777777,1.6731724874738725
268057,3.9521126760563385,1.852433432301124
267071,3.100278551532034,1.6373002203461449
268860,3.997214484679666,1.4289069146411932
268451,4.403954802259887,1.4352645608176513
268757,4.174863387978142,1.5757804408389509
269022,4.2259887005649714,1.5585747001403305
917802,3.893877551020408,1.7673233726100026
917781,4.360323886639676,1.6481263734528138
917887,4.251028806584363,1.723341622825962
917812,4.429149797570851,1.5144514666265028
917722,3.801652892561984,1.6595321192200645
832050,4.028169014084507,1.2099567095726496
7024,4.034920634920635,1.6297004038778409
7088,3.3758169934640527,1.4948506884928987
7046,3.905660377358491,1.8059735012375415
7003,3.4235668789808917,1.76543746504356
7089,3.6907894736842106,1.492232311494475
6968,4.48051948051948,1.862900891121154
6957,4.4,1.8244244544962485
7106,4.0064935064935066,1.5542014830638382
6996,4.4967741935483865,1.6219231657088629
7136,4.413333333333333,1.6235215496636384
7130,3.911184210526316,1.6106164781693662
7012,4.25,1.8027756377319943
7058,4.280130293159609,1.4705677013083025
7134,4.172638436482085,1.5773748063460615
6963,4.2300319488817895,1.76352618342293
7055,4.02317880794702,1.6942029601008477
7063,4.487012987012987,1.7846277686281278
7077,4.490196078431373,1.6133335239783697
7026,3.623376623376623,1.520756485018644
6960,4.37579617834395,1.5858209822537015
6975,3.462783171521035,1.6632541178150668
7060,4.217252396166134,1.559498195958281
7056,4.031847133757962,1.5139284628557093
7029,2.794871794871795,1.5595773125497356
7013,4.325806451612903,1.6422776752239625
7126,3.921052631578947,1.612150883420695
7127,4.358064516129033,1.7935860984663832
7035,3.5000000000000004,1.4142135623730951
7116,4.425324675324675,1.640876456024823
7022,3.3312693498452006,1.863411914072245
7041,3.834415584415584,1.876508220077084
292972,3.5764705882352943,1.454214731196554
295535,4.146198830409357,1.475620652926646
295735,3.174418604651163,1.6420482137860792
294460,2.8654434250764527,1.6682678950741268
294997,4.366568914956012,1.7723676409353937
295371,4.385057471264367,1.7307249650776493
294568,4.5,1.5542459500905192
294693,4.166180758017494,1.5626169430691492
295373,4.094674556213017,1.4905723595904692
293406,3.345029239766082,1.667794837211123
294662,3.548484848484849,1.6475180988790588
293415,4.341463414634147,1.4997521111847034
293094,3.932748538011695,1.527001817550312
295850,3.136094674556212,1.5324301435572465
294015,4.331378299120234,1.7120876558597264
293632,4.329376854599406,1.6793731778385408
293539,4.461077844311377,1.6241017895079046
293151,4.122699386503068,1.7347866548519402
293644,3.869565217391304,1.5257504067565266
294338,3.913544668587897,1.8669014073376813
295904,4.441441441441441,1.4786855092140057
295798,3.747191011235956,1.7379175118864096
295589,4.062146892655368,1.5001250120802851
294587,4.03834808259587,1.6134587656872486
295099,4.362857142857143,1.5202604502961636
295279,3.381656804733728,1.8103632250124184
294706,3.319648093841642,1.5164381381695706
293354,3.973529411764706,1.585561474781542
293431,4.240579710144927,1.6016584557463194
293064,4.217910447761193,1.5250079885412813
295853,3.955357142857143,1.6405667911604525
295369,4.185074626865672,1.6120121598133357
295636,2.344213649851632,1.376003778867485
691521,3.675,1.4327275851791692
691577,4.372384937238493,1.511265562625344
690895,3.703703703703704,1.328179339040082
691189,4.240663900414937,1.4830179694883845
691648,3.834008097165992,1.564011156839957
689976,3.7708333333333335,1.4147965597765482
691543,4.185950413223141,1.5596039858189878
690679,4.476190476190476,1.4677176197545183
691556,4.428571428571428,1.3936918421158646
691360,4.402542372881356,1.5220950027370437
691627,4.410788381742739,1.4721930887242416
690385,4.161290322580645,1.575452299490805
690198,4.378151260504202,1.4022286980582286
691597,4.481481481481482,1.5108205966200845
691544,3.708860759493671,1.313531318589655
691505,3.75103734439834,1.5580899050222894
295298,4.184426229508197,1.455206621113196
295189,2.6454183266932265,1.5009190160471222
295539,4.064655172413794,1.5029140837595811
295905,3.433198380566802,1.6155215917086128
295834,3.614718614718615,1.5185860886696911
295314,4.301255230125523,1.667194701692429
294087,4.237288135593221,1.459498207834732
295859,4.408333333333333,1.411239604823441
295776,4.2285714285714295,1.392692297937593
295524,4.225941422594143,1.4257042056206246
293336,3.838842975206612,1.538372645632656
294614,4.483739837398375,1.6813599791448268
691216,4.0740740740740735,1.6018556748279915
690433,4.367021276595745,1.3831730632684984
691323,4.418478260869565,1.404142113752866
691139,4.491891891891892,1.3481475535528278
691482,4.494623655913978,1.5971995378603991
691363,3.6978021978021975,1.3675580243211911
442389,4.309608540925267,1.2313578665498677
441663,4.436170212765958,1.6431148674032243
442769,4.347014925373134,1.3111570769264254
442861,4.386029411764706,1.4456665872489027
443000,3.992481203007519,1.4638307998361453
443002,4.376344086021505,1.3054666847979517
442663,4.3728222996515695,1.3318766905931023
442687,4.225352112676057,1.5446152089184857
442995,4.126811594202898,1.4327454063042269
442596,4.269784172661871,1.3686707659801811
442113,4.284172661870504,1.7201204154271217
442373,4.279411764705882,1.4662435821562982
442724,4.257352941176469,1.2890735588547335
735552,4.395161290322581,1.615542195948053
735802,3.8559322033898313,1.519787137909833
735622,4.189655172413793,1.3190500310989768
735794,4.152,1.1869692498123108
735662,4.262711864406779,1.3556408585303348
735996,4.0,1.586231077825064
735286,4.396825396825397,1.3977269817619882
735525,4.239669421487603,1.526757453058577
735940,4.431034482758621,1.0522892772184227
736084,4.096774193548387,1.526218998991434
166054,4.354166666666667,1.221728909282979
165367,3.349056603773585,1.3807466726936202
165357,4.155339805825243,1.3987323078409322
165627,4.4352159468438535,1.2914061858128392
165927,4.078231292517007,1.623803254008398
164472,3.886925795053004,1.6261789693726891
166084,4.154362416107383,1.2623873846498237
166038,4.378839590443686,1.3461470811281606
165236,3.5666666666666664,1.3972194610089792
165306,4.4267100977198695,1.1571910520481832
163801,3.932885906040268,1.2779200252791307
165957,4.385620915032678,1.5323278161128413
165466,4.262626262626263,1.4673955391785758
166074,4.08080808080808,1.3534599707638024
165415,4.3116438356164375,1.4858238927511631
165931,4.338709677419355,1.5486054953502288
164034,4.335504885993485,1.2767566256912417
165733,2.993650793650793,1.856765665127881
163918,3.788778877887789,1.5779857739917027
165237,3.6345514950166113,1.5399450571074689
164054,4.484848484848484,1.3758154217358725
165969,3.977049180327869,1.1967707153512237
165639,4.324324324324325,1.740674831146445
165378,4.467105263157895,1.3024155854951678
165623,4.166123778501628,1.2247816893770416
164438,4.356435643564356,1.4275749134973716
165333,4.362007168458781,1.295757173346288
164687,4.447619047619047,1.4319325539292231
165675,3.832214765100671,1.4018333372957728
166017,4.1683168316831685,1.4123638888059844
164661,4.496551724137931,1.2764397573803337
164804,3.4557377049180324,1.325231138536049
163933,4.30716723549488,1.2936639355627233
165492,4.3921568627450975,1.2640597224538197
165651,4.455737704918032,1.3904268232716963
165970,3.942953020134228,1.3461730511709602
165781,3.99025974025974,1.6484652240410351
165695,4.169381107491857,1.5828809161848614
163929,4.274647887323943,1.3668322903046592
165934,3.8609271523178808,1.3324266320486666
166033,4.1877022653721685,1.5276452135260683
166138,4.408304498269897,1.2223694575175734
164840,4.4711864406779664,1.2371441755117247
164780,3.9903225806451617,1.4733886416998452
164382,3.06312292358804,1.6178003446004885
166018,4.222591362126246,1.1841791790230478
164325,4.4324324324324325,1.338929393623988
166079,3.646464646464647,1.333180278941125
165532,4.171821305841924,1.5480937559937216
164673,4.37785016286645,1.2764075466346307
165311,4.124137931034484,1.4354274077932312
164593,4.400662251655629,1.1224970206743288
165575,4.441176470588235,1.3996278409066956
165683,4.284246575342465,1.5298486072544593
632364,4.2875,1.286407303306383
632221,4.172839506172839,1.4412225330876534
633236,4.416326530612245,1.2544365250655674
633881,4.333333333333334,1.243873877136353
632004,4.446280991735536,1.2981258787485528
633834,4.470085470085469,1.1626131013643772
631159,4.491596638655462,1.1694342402810185
633515,4.377510040160643,1.2231272977271743
633730,4.306772908366534,1.1628007233118534
633761,4.489795918367346,1.3510758974978672
633746,4.334745762711864,1.2117977343281028
677816,4.437086092715231,1.253213928875849
677951,4.395973154362416,1.252213031312715
676640,4.5,1.0408329997330663
677758,4.111888111888112,1.5469568371523876
677214,4.4125874125874125,1.6099718597578612
677905,3.9370629370629375,1.3649805102058137
677986,4.204081632653061,1.4424977181283505
894408,3.449074074074074,1.5803184964014647
893433,3.7655502392344498,1.6823200568832937
894236,4.465437788018432,1.4872589196424193
957334,3.98469387755102,1.655162119244796
957622,2.7461139896373057,1.916061895941491
957514,4.08080808080808,1.837745476913084
957984,4.4141414141414135,1.7466279258374326
957086,4.340314136125654,2.070586305858704
73387,4.448863636363637,1.820869817009406
73964,4.392857142857142,1.3672866521383311
73890,4.45,1.5604486534327238
73996,3.8625,1.671404723578344
73702,4.266272189349111,1.489644235910574
74007,4.157894736842104,1.3128622409733128
73933,3.628571428571429,2.109647421939969
73466,3.6488095238095233,1.6040866001752143
73829,3.1071428571428568,1.443522948692317
73916,4.257668711656441,1.65261999482738
73867,4.343373493975903,1.5933364835021122
73468,4.321212121212121,1.3393253787471162
72898,4.265822784810127,1.438255454849695
74005,4.128834355828221,1.2733571842080595
73877,3.6909090909090905,1.6241293492978597
73631,4.023121387283237,1.4701411879247372
73446,4.291925465838509,1.75746765713433
73720,4.294797687861271,1.6305701650392237
73993,4.317647058823529,1.4769743691741004
73841,3.946107784431138,1.51739409866322
73113,4.036585365853658,1.688881300622018
72618,4.475308641975308,1.4237865410997093
73924,4.180722891566265,1.565013401638242
73776,4.15204678362573,1.6150729775949724
73852,4.076023391812865,1.696249209158189
72557,4.267080745341615,1.5831322203216516
73161,4.380368098159509,1.362101358160441
73853,4.462857142857144,1.4132203779788537
73771,4.22360248447205,1.3875003453841128
73808,3.783132530120482,1.4565861455139677
73403,3.251428571428572,1.886701040527229
73983,3.906432748538012,1.4519656448350748
73959,4.470238095238095,1.6069995526938632
74006,4.411428571428571,1.858382004182506
73388,3.964071856287425,1.3967122025931478
73534,4.402439024390244,1.484552622908469
713599,4.019354838709677,1.2974961880331124
713192,4.026666666666666,1.451191081682752
714111,4.301282051282051,1.7882087864779153
712604,3.9166666666666665,1.300681938166862
714365,3.634615384615384,1.476684342350389
713325,4.275167785234899,1.3799088599545264
713111,4.225806451612902,1.830030449585468
713934,4.097402597402597,1.493577073431086
712788,4.072847682119206,1.4052849054697003
714023,4.284810126582278,1.8179546587204192
713831,4.409090909090908,1.3513515906697513
712709,4.058064516129032,1.306256456949224
714681,4.478260869565218,1.418979409818001
714553,4.246835443037974,1.6789339175510407
714092,4.375,1.4394009170484785
714229,3.778481012658228,1.4609837925331493
713723,3.9872611464968153,1.7880967398076617
712958,4.193939393939394,1.2499550037815044
712420,4.290322580645162,1.5901622637246755
714414,4.245161290322581,1.529671841189269
714037,4.432098765432099,1.4609169419351136
713492,4.217948717948717,1.6104421744881594
714100,4.366013071895425,1.4314471583503832
712803,4.383116883116883,1.3684670158068568
714539,4.317365269461078,1.3975591226523334
714211,4.401273885350318,1.3537392075965986
713235,4.389610389610389,1.373741163126693
714480,3.8343558282208594,1.745331384080812
713631,4.263803680981595,1.481287041353618
713502,4.251655629139073,1.608003752122231
714358,4.490196078431372,1.7154341551450514
712728,4.317880794701987,1.6209344902097946
712934,4.243589743589743,1.447242270894558
714464,4.394904458598726,1.583183770364152
714594,4.337748344370861,1.468825801340203
714525,4.322784810126582,1.337241574900618
713878,4.25,1.42741024236202
714408,4.1625,1.4225307553792994
714310,4.064935064935065,1.6540989020012131
714693,4.121621621621622,1.355197230112827
713661,4.456375838926174,1.3435564418499049
713995,4.318471337579618,1.3067108343441858
725195,4.360294117647059,1.1984843008471835
725586,4.463235294117648,1.2942638620608542
725823,4.274809160305344,1.6441124899503516
723788,4.395833333333333,1.2259845816503747
725785,3.827067669172932,1.4994298575380318
725903,4.177777777777778,1.185509214964368
726081,4.357664233576642,1.3655683893335553
